Année;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Bioénergies (MW)
2021-01-29;5031;209;5406;405;0;1176;166
2021-01-29;5150;208;5431;398;0;1175;168
2021-01-29;5436;209;5323;439;0;1190;167
2021-01-29;5278;208;5285;426;0;1259;166
2021-01-30;5297;209;5279;443;0;1247;168
2021-01-30;5237;209;5201;465;0;1204;172
2021-01-30;5057;209;5068;462;0;1051;169
2021-01-30;5177;209;5081;477;0;1053;167
2021-01-30;4964;210;5063;493;0;1053;168
2021-01-30;4923;205;5145;507;0;1054;171
2021-01-30;4681;205;5098;539;0;1039;174
2021-01-30;4507;205;5124;524;0;1042;172
2021-01-30;4389;205;5108;557;0;1043;177
2021-01-30;4266;204;5154;578;0;1042;176
2021-01-30;4265;208;5152;659;0;1042;174
2021-01-30;4333;209;5155;755;0;1040;173
2021-01-30;4367;208;5094;776;0;1047;173
2021-01-30;4534;208;5118;737;0;1051;173
2021-01-30;4633;209;5114;741;0;1096;172
2021-01-30;4785;208;5085;743;0;1095;170
2021-01-30;4950;208;5113;768;0;1199;169
2021-01-30;4957;207;5064;749;0;1237;166
2021-01-30;5105;208;5118;716;8;1257;166
2021-01-30;5267;209;5150;706;48;1257;170
2021-01-30;5374;207;5183;651;139;1280;172
2021-01-30;5473;207;5191;688;217;1276;169
2021-01-30;5376;206;5193;680;344;1259;168
2021-01-30;5407;206;5191;730;529;1240;168
2021-01-30;5495;206;5193;780;613;1248;169
2021-01-30;5570;201;5194;815;677;1245;166
2021-01-30;5702;201;5195;845;710;1239;171
2021-01-30;5452;201;5194;826;639;1256;174
2021-01-30;5406;201;5196;853;580;1243;170
2021-01-30;5363;201;5195;829;605;1260;167
2021-01-30;5208;205;5197;844;647;1244;168
2021-01-30;5161;206;5196;831;596;1236;176
2021-01-30;4974;206;5196;846;421;1150;171
2021-01-30;4912;207;5195;819;281;1144;170
2021-01-30;4932;207;5198;846;156;1152;169
2021-01-30;4983;207;5196;838;52;1173;169
2021-01-30;5163;207;5198;834;2;1240;169
2021-01-30;5500;208;5200;786;0;1246;166
2021-01-30;5689;209;5200;787;0;1295;172
2021-01-30;5751;208;5201;760;0;1288;169
2021-01-30;5649;208;5199;753;0;1243;171
2021-01-30;5489;208;5201;760;0;1256;170
2021-01-30;5325;208;5200;731;0;1249;170
2021-01-30;5178;208;5197;705;0;1192;167
2021-01-30;5120;208;5142;701;0;1183;172
2021-01-30;5353;208;5151;631;0;1088;170
2021-01-30;5450;208;5148;600;0;1091;169
2021-01-30;5328;208;5200;557;0;1089;171
2021-01-31;5386;208;5203;505;0;1004;167
2021-01-31;5357;208;5201;471;0;979;169
2021-01-31;5109;208;5147;447;0;971;168
2021-01-31;5230;208;5122;369;0;973;169
2021-01-31;5076;208;5114;324;0;979;171
2021-01-31;5039;208;5129;276;0;972;169
2021-01-31;4813;208;5115;254;0;963;169
2021-01-31;4740;208;5166;227;0;963;168
2021-01-31;4622;207;5092;198;0;959;170
2021-01-31;4550;207;5124;185;0;963;166
2021-01-31;4561;207;5103;161;0;959;168
2021-01-31;4618;207;5173;159;0;967;165
2021-01-31;4635;207;5168;171;0;970;169
2021-01-31;4735;205;5128;176;0;969;167
2021-01-31;4739;206;5154;185;0;973;166
2021-01-31;4795;209;5126;199;0;1054;163
2021-01-31;4888;208;5156;188;0;1060;163
2021-01-31;4884;208;5137;193;0;1062;163
2021-01-31;4945;208;5183;172;30;1064;162
2021-01-31;5121;208;5158;178;101;994;162
2021-01-31;5291;207;5160;203;163;997;164
2021-01-31;5385;207;5141;188;265;988;162
2021-01-31;5478;207;5181;188;350;992;167
2021-01-31;5521;207;5202;202;349;989;169
2021-01-31;5624;207;5208;285;441;994;169
2021-01-31;5667;207;5207;320;469;1006;168
2021-01-31;5729;207;5131;319;449;1007;169
2021-01-31;5431;205;5126;341;458;1002;166
2021-01-31;5385;207;5127;422;438;1001;160
2021-01-31;5267;207;5131;453;379;1007;160
2021-01-31;5215;204;5133;390;316;1008;163
2021-01-31;5021;201;5137;406;253;1011;165
2021-01-31;4914;203;5128;483;207;1013;163
2021-01-31;4831;207;5145;572;149;1099;163
2021-01-31;4807;206;5136;668;97;1094;164
2021-01-31;4809;206;5137;728;30;1097;162
2021-01-31;5024;207;5167;793;0;1096;162
2021-01-31;5437;203;5139;811;0;1089;162
2021-01-31;5664;202;5142;832;0;1245;163
2021-01-31;5667;202;5198;795;0;1239;163
2021-01-31;5552;206;5197;775;0;1225;162
2021-01-31;5333;206;5199;766;0;1011;161
2021-01-31;5310;206;5200;794;0;989;162
2021-01-31;5161;206;5200;841;0;993;160
2021-01-31;5042;205;5202;770;0;986;165
2021-01-31;5139;206;5199;714;0;988;165
2021-01-31;5256;206;5200;715;0;987;163
2021-01-31;5086;205;5123;700;0;986;158
2021-02-01;5083;206;5117;710;0;985;157
2021-02-01;5388;209;4995;763;0;989;153
2021-02-01;5214;209;4866;774;0;988;162
2021-02-01;5344;206;4932;763;0;991;162
2021-02-01;5194;206;4876;801;0;991;162
2021-02-01;5211;199;4973;787;0;987;161
2021-02-01;4974;205;4826;784;0;898;161
2021-02-01;4846;205;4925;775;0;934;163
2021-02-01;4745;205;4909;759;0;930;163
2021-02-01;4721;205;4813;752;0;947;158
2021-02-01;4751;205;4879;756;0;949;167
2021-02-01;4944;205;4938;764;0;950;167
2021-02-01;5142;205;5114;752;0;962;165
2021-02-01;5462;205;5124;769;0;957;161
2021-02-01;5757;207;5133;767;0;957;163
2021-02-01;6053;208;5131;791;0;1040;165
2021-02-01;6258;208;5141;818;2;1042;166
2021-02-01;6256;208;5137;809;5;1032;167
2021-02-01;6352;208;5111;824;18;998;167
2021-02-01;6461;208;5109;868;60;1003;166
2021-02-01;6537;208;5109;876;104;1000;160
2021-02-01;6530;208;5102;844;177;992;160
2021-02-01;6526;208;5096;856;240;1002;162
2021-02-01;6564;206;5108;850;314;1001;159
2021-02-01;6622;205;5113;863;350;1113;159
2021-02-01;6579;212;5105;881;379;1161;165
2021-02-01;6634;212;5097;868;392;1097;167
2021-02-01;6496;212;5111;898;418;1022;163
2021-02-01;6531;212;5094;919;454;1039;163
2021-02-01;6470;211;5107;909;423;1047;162
2021-02-01;6265;212;5092;882;346;1010;162
2021-02-01;6251;207;5112;883;311;1031;162
2021-02-01;6140;207;5122;895;268;1034;161
2021-02-01;6037;208;5146;851;241;1097;163
2021-02-01;5976;208;5137;832;124;1080;158
2021-02-01;5928;209;5152;817;51;1126;166
2021-02-01;6041;209;5164;711;7;1141;166
2021-02-01;6355;209;5157;660;2;1130;168
2021-02-01;6595;205;5161;579;0;1132;167
2021-02-01;6542;205;5150;557;0;1130;166
2021-02-01;6295;205;5153;581;0;1101;168
2021-02-01;6072;202;5150;514;0;1106;168
2021-02-01;5809;203;5156;396;0;1095;169
2021-02-01;5698;206;5157;357;0;1114;167
2021-02-01;5572;207;5145;333;0;1006;168
2021-02-01;5619;207;5162;310;0;1043;166
2021-02-01;5832;206;5158;333;0;1098;164
2021-02-01;5630;207;5161;376;0;1094;167
2021-02-02;5610;207;5160;428;0;1079;166
2021-02-02;5635;207;5109;505;0;1098;168
2021-02-02;5327;207;4913;569;0;1009;162
2021-02-02;5437;207;4979;605;0;1015;160
2021-02-02;5275;207;4958;720;0;1010;169
2021-02-02;5299;207;5043;784;0;985;169
2021-02-02;5075;207;4905;812;0;982;165
2021-02-02;4943;206;5028;816;0;982;167
2021-02-02;4786;205;4591;794;0;978;172
2021-02-02;4758;201;4232;822;0;980;169
2021-02-02;4788;198;4193;849;0;976;170
2021-02-02;4979;198;4236;871;0;979;171
2021-02-02;5157;198;4296;876;0;980;173
2021-02-02;5581;191;4859;868;0;986;175
2021-02-02;5875;191;5027;862;0;989;172
2021-02-02;6109;192;5101;883;1;991;173
2021-02-02;6348;193;5113;891;2;988;174
2021-02-02;6311;193;5145;897;8;1000;172
2021-02-02;6303;187;5114;895;64;1002;172
2021-02-02;6289;190;5103;869;152;989;167
2021-02-02;6218;189;5064;868;310;990;166
2021-02-02;6298;194;5055;866;469;993;175
2021-02-02;6171;197;5015;871;614;995;170
2021-02-02;6208;192;5039;874;704;995;166
2021-02-02;6205;195;5067;842;730;1005;169
2021-02-02;6188;195;5128;846;762;1010;173
2021-02-02;6290;188;5161;865;715;1009;178
2021-02-02;6151;189;5175;844;643;1015;182
2021-02-02;6081;186;5158;839;599;1011;176
2021-02-02;5971;196;5076;793;624;962;176
2021-02-02;5864;201;5028;770;522;961;181
2021-02-02;5857;201;5035;740;472;956;174
2021-02-02;5636;200;5035;666;359;974;176
2021-02-02;5536;201;5049;630;198;1090;175
2021-02-02;5447;202;5036;682;102;1097;174
2021-02-02;5416;201;5041;705;51;1040;172
2021-02-02;5538;204;5064;736;18;1043;170
2021-02-02;5852;204;5145;723;2;1047;178
2021-02-02;6122;204;5136;708;1;1046;176
2021-02-02;6101;204;5115;668;0;1043;171
2021-02-02;5891;205;5018;637;0;1040;169
2021-02-02;5698;204;5016;615;0;1040;169
2021-02-02;5472;205;4793;594;0;1038;169
2021-02-02;5299;204;4375;541;0;1035;168
2021-02-02;5218;200;4336;492;0;1041;169
2021-02-02;5223;201;4375;480;0;1165;170
2021-02-02;5484;201;4325;475;0;1189;172
2021-02-02;5297;201;4346;492;0;1191;171
2021-02-03;5304;205;4369;509;0;1165;175
2021-02-03;5293;205;4438;526;0;988;176
2021-02-03;5132;205;4428;550;0;937;169
2021-02-03;5223;205;4429;605;0;928;174
2021-02-03;4999;206;4418;645;0;926;170
2021-02-03;5083;205;4431;693;0;758;173
2021-02-03;4862;205;4192;668;0;754;169
2021-02-03;4624;205;4195;715;0;753;173
2021-02-03;4609;205;4185;736;0;752;171
2021-02-03;4489;206;4171;746;0;752;173
2021-02-03;4463;206;4160;762;0;898;169
2021-02-03;4752;206;4423;841;0;902;172
2021-02-03;4937;206;4459;894;0;904;167
2021-02-03;5258;206;4723;910;0;913;165
2021-02-03;5662;206;5176;834;0;944;160
2021-02-03;5887;207;5194;866;1;1050;157
2021-02-03;5965;204;5209;822;2;1126;162
2021-02-03;5970;203;5213;828;7;1196;160
2021-02-03;6020;203;5212;813;49;1212;164
2021-02-03;6166;201;5212;902;102;1222;159
2021-02-03;6136;200;5172;903;185;1204;157
2021-02-03;6093;201;5170;945;287;1203;160
2021-02-03;6145;202;5174;967;325;1190;162
2021-02-03;6186;202;5173;981;431;1212;158
2021-02-03;6159;204;5174;986;579;1211;157
2021-02-03;6103;203;5177;990;609;1192;158
2021-02-03;6156;201;5178;999;706;1197;160
2021-02-03;6009;196;5180;1000;758;1152;160
2021-02-03;5980;196;5179;989;710;1136;155
2021-02-03;5919;199;5180;974;727;1067;161
2021-02-03;5781;201;5184;949;737;1066;151
2021-02-03;5767;201;5191;928;662;982;151
2021-02-03;5523;201;5195;868;628;903;156
2021-02-03;5427;201;5198;735;450;994;152
2021-02-03;5425;201;5201;612;305;999;152
2021-02-03;5372;201;5201;509;150;1001;149
2021-02-03;5487;204;5204;409;31;1007;157
2021-02-03;5803;204;5203;335;2;1035;158
2021-02-03;6225;205;5203;296;1;1237;157
2021-02-03;6243;205;5205;303;0;1241;156
2021-02-03;6079;206;5206;335;0;1084;158
2021-02-03;5898;206;5206;342;0;1070;166
2021-02-03;5627;207;5204;349;0;1070;164
2021-02-03;5455;207;5150;362;0;1066;163
2021-02-03;5437;207;5156;399;0;1065;159
2021-02-03;5491;208;5133;428;0;997;164
2021-02-03;5654;208;5165;452;0;1060;169
2021-02-03;5548;208;5066;465;0;990;170
2021-02-04;5560;208;5079;462;0;992;167
2021-02-04;5573;208;5095;459;0;1069;174
2021-02-04;5408;208;5017;489;0;1067;175
2021-02-04;5504;207;5046;449;0;1061;167
2021-02-04;5333;207;5069;382;0;1067;173
2021-02-04;5359;209;5083;359;0;1067;176
2021-02-04;5148;208;5041;392;0;1065;175
2021-02-04;5046;207;5078;409;0;1069;178
2021-02-04;4885;208;5048;417;0;992;178
2021-02-04;4841;208;5086;455;0;995;181
2021-02-04;4876;207;5078;424;0;993;178
2021-02-04;4969;207;5039;394;0;990;171
2021-02-04;5208;207;5102;439;0;991;170
2021-02-04;5663;208;5176;429;0;1017;170
2021-02-04;5904;209;5144;412;0;1089;174
2021-02-04;6236;211;5128;375;1;1155;174
2021-02-04;6338;210;5149;351;2;1263;171
2021-02-04;6360;206;5136;347;6;1239;170
2021-02-04;6369;205;5146;371;44;1273;172
2021-02-04;6416;205;5116;373;113;1260;176
2021-02-04;6403;205;5126;367;183;1262;171
2021-02-04;6402;205;5126;354;271;1159;168
2021-02-04;6327;205;5128;316;333;1164;167
2021-02-04;6390;204;5139;269;409;1172;170
2021-02-04;6392;204;5131;254;515;1097;171
2021-02-04;6337;205;5134;225;637;1187;173
2021-02-04;6412;205;5132;197;634;1265;175
2021-02-04;6145;203;5134;159;574;1277;174
2021-02-04;6230;203;5118;147;573;1251;170
2021-02-04;6093;202;5139;124;555;1179;170
2021-02-04;5869;203;5125;102;493;1109;172
2021-02-04;5848;202;5134;101;472;1115;169
2021-02-04;5697;202;5128;86;388;1126;168
2021-02-04;5640;207;5138;73;267;1202;174
2021-02-04;5660;207;5140;68;151;1211;173
2021-02-04;5621;205;5144;94;71;1208;173
2021-02-04;5740;205;5132;106;16;1220;168
2021-02-04;5940;209;5133;106;1;1210;172
2021-02-04;6264;208;5139;103;1;1212;168
2021-02-04;6269;208;5126;107;0;1312;167
2021-02-04;6047;207;5125;107;0;1309;168
2021-02-04;5877;207;5125;108;0;1282;174
2021-02-04;5587;207;5124;111;0;1170;170
2021-02-04;5468;204;5128;101;0;1123;177
2021-02-04;5387;200;5120;93;0;1036;172
2021-02-04;5417;200;5136;91;0;1059;173
2021-02-04;5708;199;5126;99;0;1112;169
2021-02-04;5458;204;5136;92;0;1113;172
2021-02-05;5490;208;5130;69;0;1113;170
2021-02-05;5564;206;5128;80;0;1204;170
2021-02-05;5363;206;5128;77;0;1194;169
2021-02-05;5534;209;5132;90;0;1205;168
2021-02-05;5396;209;5136;79;0;1201;169
2021-02-05;5408;208;5166;69;0;1125;171
2021-02-05;5168;205;5176;70;0;1096;171
2021-02-05;4996;205;5135;63;0;1089;169
2021-02-05;4825;204;5120;59;0;1086;172
2021-02-05;4764;203;5077;64;0;1085;170
2021-02-05;4781;203;5086;68;0;1012;171
2021-02-05;4932;202;5080;66;0;1010;171
2021-02-05;5139;204;5094;87;0;1097;166
2021-02-05;5504;201;5173;103;0;1111;167
2021-02-05;5787;204;5179;122;0;1271;167
2021-02-05;6125;205;5245;130;1;1269;167
2021-02-05;6337;205;5250;144;2;1305;165
2021-02-05;6318;206;5253;123;7;1211;166
2021-02-05;6371;204;5251;93;38;1220;166
2021-02-05;6407;204;5251;88;82;1291;168
2021-02-05;6406;207;5251;70;148;1293;166
2021-02-05;6380;206;5213;59;204;1302;172
2021-02-05;6357;206;5180;59;283;1299;173
2021-02-05;6382;205;5178;43;367;1307;165
2021-02-05;6432;206;5175;39;441;1308;167
2021-02-05;6408;207;5175;34;508;1280;162
2021-02-05;6470;205;5167;28;622;1197;172
2021-02-05;6236;206;5176;27;642;1213;171
2021-02-05;6265;205;5163;27;709;1187;174
2021-02-05;6217;204;5237;33;697;1209;170
2021-02-05;5995;204;5236;45;669;1121;171
2021-02-05;5897;205;5237;56;578;1045;167
2021-02-05;5652;204;5236;55;460;961;168
2021-02-05;5608;204;5214;67;340;970;168
2021-02-05;5530;205;5186;80;217;977;171
2021-02-05;5601;204;5183;99;90;1055;173
2021-02-05;5724;205;5181;118;19;1156;172
2021-02-05;5936;206;5182;124;2;1336;171
2021-02-05;6130;206;5178;146;1;1338;173
2021-02-05;6165;206;5173;147;1;1305;175
2021-02-05;5996;207;5177;184;1;1279;174
2021-02-05;5797;208;5170;195;1;1263;172
2021-02-05;5572;208;5172;180;1;1180;168
2021-02-05;5492;208;5180;171;1;1167;169
2021-02-05;5347;208;5156;180;1;1124;167
2021-02-05;5412;208;5089;172;1;1000;169
2021-02-05;5626;209;5075;189;1;1053;164
2021-02-05;5495;205;5083;205;1;1127;166
2021-02-06;5513;204;5054;177;1;1175;167
2021-02-06;5563;207;5134;204;1;1252;170
2021-02-06;5319;207;5070;208;1;1119;169
2021-02-06;5459;205;5139;223;1;1141;174
2021-02-06;5279;210;5042;207;1;1143;175
2021-02-06;5231;208;5025;194;1;1196;179
2021-02-06;5046;209;4934;187;1;1093;181
2021-02-06;4854;209;5075;179;1;1125;181
2021-02-06;4722;205;5076;168;1;1121;181
2021-02-06;4691;205;5039;175;1;962;178
2021-02-06;4659;205;5037;159;1;960;179
2021-02-06;4770;205;5052;143;1;957;177
2021-02-06;4810;206;5065;124;1;962;172
2021-02-06;5024;209;5126;110;1;1052;168
2021-02-06;5108;210;5092;123;1;1067;168
2021-02-06;5220;210;5090;147;1;1117;166
2021-02-06;5327;210;5109;187;2;1125;169
2021-02-06;5343;210;5185;181;6;1125;171
2021-02-06;5550;209;5190;159;21;1183;176
2021-02-06;5729;209;5231;163;42;1334;171
2021-02-06;5835;209;5214;176;58;1326;169
2021-02-06;5857;209;5197;186;76;1217;171
2021-02-06;5899;207;5233;182;87;1041;174
2021-02-06;6000;207;5199;176;105;1131;177
2021-02-06;6159;207;5200;160;124;1222;178
2021-02-06;6311;207;5246;167;126;1277;177
2021-02-06;6426;208;5244;165;135;1201;179
2021-02-06;6187;208;5246;169;134;1118;177
2021-02-06;6127;206;5246;194;137;1029;172
2021-02-06;6104;207;5245;220;126;958;171
2021-02-06;5891;207;5194;243;120;955;177
2021-02-06;5881;208;5196;288;109;959;174
2021-02-06;5712;207;5196;319;96;965;172
2021-02-06;5624;207;5240;334;75;1037;171
2021-02-06;5610;206;5242;371;46;1046;174
2021-02-06;5558;206;5242;363;24;1113;168
2021-02-06;5672;207;5243;354;7;1127;171
2021-02-06;5824;207;5242;378;2;1151;169
2021-02-06;6087;202;5242;401;1;1265;170
2021-02-06;6060;203;5243;383;0;1184;173
2021-02-06;5987;203;5244;384;0;1082;178
2021-02-06;5747;203;5244;374;0;1097;178
2021-02-06;5599;207;5240;398;0;1077;178
2021-02-06;5519;206;5128;433;0;1017;175
2021-02-06;5398;208;5079;419;0;1015;168
2021-02-06;5486;208;5094;446;0;1009;173
2021-02-06;5756;208;5119;454;0;1009;174
2021-02-06;5637;208;5097;434;0;985;171
2021-02-07;5659;208;5089;422;0;985;166
2021-02-07;5686;208;4752;402;0;876;170
2021-02-07;5538;209;4655;397;0;861;168
2021-02-07;5707;209;4649;381;0;870;173
2021-02-07;5533;209;4623;355;0;868;173
2021-02-07;5578;209;4654;349;0;800;172
2021-02-07;5340;209;4663;303;0;804;169
2021-02-07;5202;209;4710;277;0;814;172
2021-02-07;5148;210;4697;244;0;804;172
2021-02-07;5033;210;4723;218;0;811;170
2021-02-07;5100;211;4726;197;0;808;172
2021-02-07;5136;210;4751;173;0;806;170
2021-02-07;5213;211;4712;174;0;873;171
2021-02-07;5374;209;4737;186;0;873;169
2021-02-07;5473;208;4745;171;0;879;169
2021-02-07;5573;210;4749;174;1;879;173
2021-02-07;5671;210;4714;177;2;908;175
2021-02-07;5673;210;4754;198;11;914;175
2021-02-07;5847;210;4783;224;93;939;169
2021-02-07;6030;210;5026;257;188;943;169
2021-02-07;6161;209;5115;232;353;1143;172
2021-02-07;6215;209;5095;239;450;1145;172
2021-02-07;6169;210;5110;243;555;1155;169
2021-02-07;6155;209;5046;259;696;1132;169
2021-02-07;6205;205;5071;267;739;1131;171
2021-02-07;6288;208;5067;307;889;942;168
2021-02-07;6242;207;5058;318;889;867;174
2021-02-07;5927;207;5077;333;794;857;173
2021-02-07;5785;207;4954;289;884;837;177
2021-02-07;5716;206;4999;266;848;840;177
2021-02-07;5486;206;4950;275;712;833;174
2021-02-07;5507;206;5159;264;559;874;174
2021-02-07;5398;206;5165;250;426;908;169
2021-02-07;5405;206;5089;247;288;938;173
2021-02-07;5402;207;5100;196;197;1005;173
2021-02-07;5490;207;5025;183;101;988;177
2021-02-07;5692;205;5103;168;23;1030;180
2021-02-07;6083;206;5103;145;2;1075;177
2021-02-07;6403;207;5083;130;1;1341;176
2021-02-07;6408;207;5156;123;0;1335;178
2021-02-07;6346;208;5143;115;0;1311;176
2021-02-07;6155;208;5182;103;0;1322;176
2021-02-07;6005;208;5175;93;0;1216;176
2021-02-07;5890;210;5215;84;0;1199;173
2021-02-07;5793;209;5182;74;0;1017;172
2021-02-07;5823;209;4746;67;0;1041;176
2021-02-07;6062;209;4517;69;0;1181;176
2021-02-07;5961;209;4506;61;0;1159;177
2021-02-08;5969;209;4544;53;0;1089;174
2021-02-08;6021;209;4535;50;0;879;175
2021-02-08;5803;207;4507;52;0;871;174
2021-02-08;5945;204;4527;58;0;889;172
2021-02-08;5805;204;4538;67;0;895;174
2021-02-08;5807;202;4577;72;0;858;173
2021-02-08;5580;208;4582;79;0;799;174
2021-02-08;5405;208;4510;90;0;798;171
2021-02-08;5335;209;4505;107;0;793;172
2021-02-08;5330;209;4513;119;0;797;175
2021-02-08;5402;209;4561;127;0;804;173
2021-02-08;5610;209;4560;126;0;799;171
2021-02-08;5721;208;4548;117;0;826;173
2021-02-08;6066;209;4588;120;0;914;168
2021-02-08;6351;203;4588;122;1;1204;172
2021-02-08;6629;204;4584;133;1;1260;172
2021-02-08;6866;209;4588;134;2;1284;171
2021-02-08;6874;209;4589;144;8;1260;170
2021-02-08;7058;209;4589;159;45;1291;169
2021-02-08;7144;208;4585;168;99;1353;170
2021-02-08;7227;204;4584;175;168;1334;164
2021-02-08;7301;204;4586;172;242;1259;168
2021-02-08;7284;201;4588;165;321;1236;158
2021-02-08;7324;209;4590;173;352;1261;157
2021-02-08;7429;209;4589;168;433;1351;156
2021-02-08;7328;208;4588;163;463;1334;154
2021-02-08;7363;215;4589;155;527;1324;159
2021-02-08;7177;209;4589;164;539;1291;158
2021-02-08;7185;208;4591;170;534;1292;159
2021-02-08;7064;202;4590;190;554;1179;164
2021-02-08;6839;202;4590;221;543;1093;163
2021-02-08;6763;207;4590;236;461;1096;161
2021-02-08;6594;207;4589;255;439;1096;159
2021-02-08;6493;207;4589;276;335;1126;164
2021-02-08;6416;207;4590;303;246;1109;163
2021-02-08;6354;207;4591;328;132;1095;164
2021-02-08;6469;207;4590;344;43;1206;162
2021-02-08;6696;208;4588;310;3;1241;162
2021-02-08;7052;208;4718;302;1;1398;161
2021-02-08;7097;207;4983;307;1;1383;164
2021-02-08;6941;207;5226;291;1;1377;165
2021-02-08;6735;207;5255;257;1;1384;165
2021-02-08;6519;207;5257;225;1;1357;163
2021-02-08;6352;208;5260;180;1;1172;163
2021-02-08;6255;208;5260;150;1;1151;164
2021-02-08;6315;209;5260;119;1;1131;164
2021-02-08;6578;210;5259;94;1;1096;166
2021-02-08;6385;210;5259;85;1;1087;164
2021-02-09;6417;211;5260;68;1;1079;163
2021-02-09;6402;210;5220;42;1;1076;168
2021-02-09;6208;210;5192;33;1;1029;165
2021-02-09;6375;210;5198;31;1;1033;164
2021-02-09;6208;210;5187;45;1;1094;166
2021-02-09;6212;207;5185;52;1;1090;168
2021-02-09;6013;210;5257;49;1;1051;168
2021-02-09;5877;211;5258;61;1;1000;169
2021-02-09;5777;212;5257;43;1;1015;168
2021-02-09;5753;212;5157;33;1;1003;170
2021-02-09;5799;212;5154;56;1;923;169
2021-02-09;5975;212;5184;96;1;1015;168
2021-02-09;6139;210;5180;94;1;1071;163
2021-02-09;6498;212;5171;106;1;1097;144
2021-02-09;6763;214;5194;122;1;1199;140
2021-02-09;7017;215;5199;129;1;1313;144
2021-02-09;7215;215;5202;142;2;1397;144
2021-02-09;7281;215;5196;148;11;1399;148
2021-02-09;7366;216;5227;163;74;1413;144
2021-02-09;7421;215;5214;156;198;1398;139
2021-02-09;7450;215;5173;158;261;1385;141
2021-02-09;7439;214;5182;155;314;1397;145
2021-02-09;7410;215;5178;168;359;1385;150
2021-02-09;7445;213;5185;197;394;1401;148
2021-02-09;7518;213;5180;227;374;1398;147
2021-02-09;7464;210;5192;247;342;1407;149
2021-02-09;7552;211;5180;255;329;1408;154
2021-02-09;7402;211;5198;251;301;1412;150
2021-02-09;7440;210;5169;255;267;1320;147
2021-02-09;7361;210;5190;265;244;1328;147
2021-02-09;7167;210;5189;274;206;1324;149
2021-02-09;7137;209;5192;278;165;1331;145
2021-02-09;7017;210;5178;297;130;1325;144
2021-02-09;6939;210;5187;303;93;1316;145
2021-02-09;6831;210;5191;325;66;1318;145
2021-02-09;6747;211;5199;320;35;1323;146
2021-02-09;6804;211;5210;316;22;1416;149
2021-02-09;6987;210;5198;327;3;1416;145
2021-02-09;7217;210;5185;363;1;1400;146
2021-02-09;7213;210;5183;450;0;1389;145
2021-02-09;7030;208;5164;496;0;1367;145
2021-02-09;6742;205;5172;469;0;1377;146
2021-02-09;6511;208;5181;447;0;1370;146
2021-02-09;6379;208;5175;428;0;1335;144
2021-02-09;6244;208;5165;430;0;1310;146
2021-02-09;6219;208;5178;431;0;1140;146
2021-02-09;6507;202;5179;391;0;1145;148
2021-02-09;6324;202;5175;389;0;1207;145
2021-02-10;6332;200;5161;356;0;1202;145
2021-02-10;6338;199;5135;384;0;1065;149
2021-02-10;6133;206;5103;341;0;1001;147
2021-02-10;6280;206;5136;340;0;961;148
2021-02-10;6130;211;5135;311;0;879;149
2021-02-10;6163;211;5152;314;0;811;148
2021-02-10;5945;212;5201;299;0;803;147
2021-02-10;5787;211;5204;309;0;813;153
2021-02-10;5700;210;5210;298;0;808;165
2021-02-10;5692;210;5179;264;0;810;169
2021-02-10;5721;209;5157;233;0;805;172
2021-02-10;5878;208;5166;215;0;808;171
2021-02-10;6032;199;5156;208;0;946;170
2021-02-10;6352;203;5163;212;0;1043;171
2021-02-10;6627;207;5247;243;0;1253;170
2021-02-10;6883;213;5254;259;1;1337;173
2021-02-10;6996;215;5267;249;2;985;170
2021-02-10;7100;214;5267;254;16;982;169
2021-02-10;7226;213;5269;185;67;981;173
2021-02-10;7306;218;5270;145;144;978;169
2021-02-10;7353;213;5269;120;207;1306;167
2021-02-10;7297;215;5269;123;294;1356;175
2021-02-10;7290;216;5271;165;389;1318;173
2021-02-10;7269;216;5270;192;560;1307;176
2021-02-10;7330;216;5271;197;782;1302;173
2021-02-10;7280;216;5271;168;870;1299;172
2021-02-10;7340;217;5271;159;901;1295;169
2021-02-10;7161;215;5271;154;918;1304;169
2021-02-10;7158;212;5274;160;956;1293;171
2021-02-10;7095;211;5268;136;915;1270;167
2021-02-10;6837;212;5269;141;880;1185;169
2021-02-10;6774;213;5269;164;792;1230;171
2021-02-10;6683;214;5269;168;669;1269;168
2021-02-10;6600;215;5269;180;428;1354;167
2021-02-10;6517;215;5270;204;304;1367;168
2021-02-10;6478;215;5269;237;156;1332;171
2021-02-10;6602;216;5271;245;53;1395;174
2021-02-10;6824;217;5271;240;2;1279;176
2021-02-10;7220;217;5268;246;1;1400;175
2021-02-10;7262;217;5269;280;1;1396;175
2021-02-10;7105;218;5270;294;1;1355;175
2021-02-10;6814;215;5270;288;1;1278;171
2021-02-10;6590;216;5271;294;1;1328;176
2021-02-10;6481;215;5272;283;1;1264;175
2021-02-10;6356;215;5270;293;1;1247;176
2021-02-10;6413;216;5268;299;1;1040;178
2021-02-10;6702;216;5268;303;1;1138;176
2021-02-10;6496;214;5273;297;1;982;172
2021-02-11;6545;215;5271;295;1;1032;175
2021-02-11;6529;214;5275;299;1;1077;173
2021-02-11;6321;215;5272;280;1;1042;175
2021-02-11;6464;217;5272;298;1;977;175
2021-02-11;6342;216;5271;308;1;1004;174
2021-02-11;6361;217;5271;328;1;923;170
2021-02-11;6146;215;5267;323;1;895;174
